mapping_version	row_key_v1	manifest_ordinal	canonical_row_rank	canonical_dependency_rank	go_symbol	go_signature	family_contract_display_id	family_storage_id	wave	semantic_operation_id	dependency_tuple_hex	scalar_batch_display_id	scalar_batch_storage_id	api_transaction_display_id	api_transaction_storage_id	scalar_source	test_source	fuzz_source	benchmark_source
v1	rk-v1-a52cedcdbe49ab966c5c1d460c3fa50ce38c5e93f1ac07b8e8ce8fcfa73ba3be	3	10	10	ValidateUTF16	func ValidateUTF16(input []uint16) bool	FC-v1-helper-validation	family-v1-92973bf401c179901da0be0973536be41700aa56a57924dd26368bfc7e539c35	1	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	3137383a726b2d76312d6135326365646364626534396162393636633563316434363063336661353063653338633565393366316163303762386538636538666366613733626133626500777261707065725f64656c656761746500726f7700726b2d76312d386435373336653331343339653832633663333132346131656361366564663539636563343533613562376139663332653930393939363065386263613438390056616c696461746555544631364c453137383a726b2d76312d6135326365646364626534396162393636633563316434363063336661353063653338633565393366316163303762386538636538666366613733626133626500777261707065725f64656c656761746500726f7700726b2d76312d616433346330313636306365353863316331363462306664373263316436643335326137623831366564643339666236386338643930666632616166393063650056616c696461746555544631364245	SB-v1-FC-v1-helper-validation-01	batch-v1-195fe8f6157a3ad9aa588de2beb4356c2783ce237692e27a30fc6f3ae9d50ce8	AP-v1-FC-v1-helper-validation	transaction-v1-c42466aae33658b2093d65ac366535b09a8b906454b2d1feaf6d3f4a873ef651	include/simdutf/implementation.h:477; native-endian delegate to simdutf::validate_utf16le or simdutf::validate_utf16be	tests/CMakeLists.txt;tests/basic_fuzzer.cpp;tests/bele_tests.cpp;tests/convert_utf16_to_utf8_safe_tests.cpp;tests/convert_utf16be_to_latin1_tests.cpp;tests/convert_utf16be_to_latin1_tests_with_errors.cpp;tests/convert_utf16be_to_utf32_tests.cpp;tests/convert_utf16be_to_utf32_with_errors_tests.cpp;tests/convert_utf16be_to_utf8_tests.cpp;tests/convert_utf16le_to_latin1_tests.cpp;tests/convert_utf16le_to_latin1_tests_with_errors.cpp;tests/convert_utf16le_to_utf32_tests.cpp;tests/convert_utf16le_to_utf32_with_errors_tests.cpp;tests/convert_utf16le_to_utf8_tests.cpp;tests/convert_utf8_to_utf16le_tests.cpp;tests/convert_valid_utf16be_to_utf32_tests.cpp;tests/convert_valid_utf16be_to_utf8_tests.cpp;tests/convert_valid_utf16le_to_utf32_tests.cpp;tests/convert_valid_utf16le_to_utf8_tests.cpp;tests/convert_valid_utf8_to_utf16le_tests.cpp;tests/helpers/transcode_test_base.cpp;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp;tests/readme_tests.cpp;tests/reference/CMakeLists.txt;tests/reference/validate_utf16.cpp;tests/reference/validate_utf16.h;tests/reference/validate_utf16_to_latin1.cpp;tests/reference/validate_utf16_to_latin1.h;tests/simdutf_c_tests.cpp;tests/span_tests.cpp;tests/special_tests.cpp;tests/to_well_formed_utf16_tests.cpp;tests/utf8_length_from_utf16_tests.cpp;tests/validate_utf16be_basic_tests.cpp;tests/validate_utf16be_with_errors_tests.cpp;tests/validate_utf16le_basic_tests.cpp;tests/validate_utf16le_with_errors_tests.cpp	fuzz/conversion.cpp;fuzz/misc.cpp;fuzz/roundtrip.cpp	benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-9e3ee2cc9f1b1dd05444e4ac32c02eff75157433df192591930274f774c1cbb5	84	11	11	UTF32LengthFromLatin1	func UTF32LengthFromLatin1(length int) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-0c06fb8fbfa60736199b5c4e6264d80a128e7debb3b7b103b5adc778e3858fed	38323a726b2d76312d39653365653263633966316231646430353434346534616333326330326566663735313537343333646631393235393139333032373466373734633163626235006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	not_applicable: no utf32_length_from_latin1 occurrence under src/fallback or include/simdutf/scalar at pinned tree	tests/convert_latin1_to_utf32_tests.cpp;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp	not_applicable: no utf32_length_from_latin1 occurrence under benchmarks at pinned tree
v1	rk-v1-972dd5af819d6bf5975987c4e9b5ead848e7157f7ca559c2d64f0731fde66c33	14	12	12	ConvertLatin1ToUTF8	func ConvertLatin1ToUTF8(input []byte, dst []byte) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-3eb929e27b14b04ee5095e916e85c77cd45d0b24c2596dc80e916182a794a411	38323a726b2d76312d39373264643561663831396436626635393735393837633465396235656164383438653731353766376361353539633264363466303733316664653636633333006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_latin1_to_utf8_tests.cpp;tests/helpers/compiletime_conversions.h;tests/random_fuzzer.cpp;tests/simdutf_c_tests.cpp;tests/span_tests.cpp;tests/straight_c_test.c	fuzz/conversion.cpp;fuzz/misc.cpp;fuzz/roundtrip.cpp;fuzz/safe_conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertLatin1ToUTF8)	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-4b75dfa5c096a1059a63e72185d90ae7f91ac816a55e0c2d20b3ef1653af70ee	20	13	13	ConvertLatin1ToUTF32	func ConvertLatin1ToUTF32(input []byte, dst []uint32) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-5176d9d059b5f5fff21b90ce06c2a15a9d27626704f9a9f002798f8f54ec21ab	38323a726b2d76312d34623735646661356330393661313035396136336537323138356439306165376639316163383136613535653063326432306233656631363533616637306565006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_latin1_to_utf32_tests.cpp;tests/random_fuzzer.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertLatin1ToUTF32)	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-5839788da525de964d656abf2328df3bfd42f03e70e74a3acea579f2777407d5	16	14	14	ConvertLatin1ToUTF16LE	func ConvertLatin1ToUTF16LE(input []byte, dst []uint16) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	38323a726b2d76312d35383339373838646135323564653936346436353661626632333238646633626664343266303365373065373461336163656135373966323737373430376435006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_latin1_to_utf16le_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp;tests/span_tests.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertLatin1ToUTF16LE)	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-5a13a85c8739413c08a3d25460a6d4a26126db6ce67061b5c99bdbe1eb1e7705	17	15	15	ConvertLatin1ToUTF16BE	func ConvertLatin1ToUTF16BE(input []byte, dst []uint16) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	38323a726b2d76312d35613133613835633837333934313363303861336432353436306136643461323631323664623663653637303631623563393962646265316562316537373035006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_latin1_to_utf16be_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertLatin1ToUTF16BE)	benchmarks/shortbench.cpp
v1	rk-v1-517ddacb8f5348d328ea320d92b814a4dea9f60649730de1f691da87088fecc8	19	16	16	UTF16LengthFromLatin1	func UTF16LengthFromLatin1(length int) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-88c60594018463e29f25e90d188599c8ca60b19b2c75e7d572d5f8c77ed6908c	38323a726b2d76312d35313764646163623866353334386433323865613332306439326238313461346465613966363036343937333064653166363931646138373038386665636338006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	not_applicable: no utf16_length_from_latin1 occurrence under src/fallback or include/simdutf/scalar at pinned tree	tests/convert_latin1_to_utf16be_tests.cpp;tests/convert_latin1_to_utf16le_tests.cpp;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp	not_applicable: no utf16_length_from_latin1 occurrence under benchmarks at pinned tree
v1	rk-v1-ccc91f29d0e3f45a142f851b0c3d909d45cae372b28e3a898c4cb679e98f8b5a	39	17	17	UTF8LengthFromLatin1	func UTF8LengthFromLatin1(input []byte) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	38323a726b2d76312d63636339316632396430653366343561313432663835316230633364393039643435636165333732623238653361383938633463623637396539386638623561006e6f6e65006e6f6e650000	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	include/simdutf/scalar/latin1.h;include/simdutf/scalar/latin1_to_utf8/latin1_to_utf8.h;src/fallback/implementation.cpp	tests/convert_latin1_to_utf8_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz/safe_conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for UTF8LengthFromLatin1)	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-f53a8ab483b884045d644da024b35577ecc7acfd6377cadd1efc361df7b2c741	25	18	18	ConvertLatin1ToUTF16	func ConvertLatin1ToUTF16(input []byte, dst []uint16) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	3138353a726b2d76312d6635336138616234383362383834303435643634346461303234623335353737656363376163666436333737636164643165666333363164663762326337343100777261707065725f64656c656761746500726f7700726b2d76312d3538333937383864613532356465393634643635366162663233323864663362666434326630336537306537346133616365613537396632373737343037643500436f6e766572744c6174696e31546f55544631364c453138353a726b2d76312d6635336138616234383362383834303435643634346461303234623335353737656363376163666436333737636164643165666333363164663762326337343100777261707065725f64656c656761746500726f7700726b2d76312d3561313361383563383733393431336330386133643235343630613664346132363132366462366365363730363162356339396264626531656231653737303500436f6e766572744c6174696e31546f55544631364245	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	include/simdutf/implementation.h:1169; native-endian delegate to simdutf::convert_latin1_to_utf16le or simdutf::convert_latin1_to_utf16be	tests/CMakeLists.txt;tests/convert_latin1_to_utf16be_tests.cpp;tests/convert_latin1_to_utf16le_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp;tests/simdutf_c_tests.cpp;tests/span_tests.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-b69f3bf5377207cd540d0166f58711701cc9ab5f31e9a7470b6da002a935d8e1	15	19	19	ConvertLatin1ToUTF8Safe	func ConvertLatin1ToUTF8Safe(input []byte, dst []byte) int	FC-v1-latin1-source	family-v1-ee7826fd2a3774ece3467b4f226c8c5c004b552e4c24d43fe941a98fee35a70d	2	op-v1-3eb929e27b14b04ee5095e916e85c77cd45d0b24c2596dc80e916182a794a411	3138323a726b2d76312d6236396633626635333737323037636435343064303136366635383731313730316363396162356633316539613734373062366461303032613933356438653100777261707065725f64656c656761746500726f7700726b2d76312d3937326464356166383139643662663539373539383763346539623565616438343865373135376637636135353963326436346630373331666465363663333300436f6e766572744c6174696e31546f55544638	SB-v1-FC-v1-latin1-source-01	batch-v1-dd19ba3ce7a674550dbbf24b24dc177ab301d49a21d8e83f72fd5ff591b71325	AP-v1-FC-v1-latin1-source	transaction-v1-b3e4da202c08a401ec40ef9dec170d258a2e39010443b139723aaefe24665278	not_applicable: no convert_latin1_to_utf8_safe occurrence under src/fallback or include/simdutf/scalar at pinned tree	tests/convert_latin1_to_utf8_tests.cpp;tests/span_tests.cpp	fuzz/misc.cpp;fuzz/safe_conversion.cpp	not_applicable: no convert_latin1_to_utf8_safe occurrence under benchmarks at pinned tree
v1	rk-v1-48216e44d797fcd76913dab6a14ceb5cec3584f138779e779713e0750589af05	26	20	20	ConvertUTF8ToUTF16LE	func ConvertUTF8ToUTF16LE(input []byte, dst []uint16) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d34383231366534346437393766636437363931336461623661313463656235636563333538346631333837373965373739373133653037353035383961663035006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/basic_fuzzer.cpp;tests/bele_tests.cpp;tests/convert_utf8_to_utf16le_tests.cpp;tests/convert_utf8_to_utf16le_with_errors_tests.cpp;tests/convert_valid_utf8_to_utf16le_tests.cpp;tests/helpers/compiletime_conversions.h;tests/installation_tests/find/CMakeLists.txt;tests/installation_tests/from_fetch/CMakeLists.txt;tests/nostdlibcxx_c_api_test.c;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp;tests/readme_tests.cpp;tests/special_tests.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToUTF16LE)	benchmarks/alignment.cpp;benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h;benchmarks/stream.cpp;benchmarks/threaded.cpp
v1	rk-v1-68c931a1231b7648338c0c4c35c72209a46869af1f8518ff14395a9e0d5dd5a6	27	21	21	ConvertUTF8ToUTF16BE	func ConvertUTF8ToUTF16BE(input []byte, dst []uint16) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d36386339333161313233316237363438333338633063346333356337323230396134363836396166316638353138666631343339356139653064356464356136006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/basic_fuzzer.cpp;tests/bele_tests.cpp;tests/convert_utf8_to_utf16be_tests.cpp;tests/convert_utf8_to_utf16be_with_errors_tests.cpp;tests/convert_valid_utf8_to_utf16be_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/random_fuzzer.cpp;tests/special_tests.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToUTF16BE)	benchmarks/shortbench.cpp
v1	rk-v1-a665bf18a3c5fef1728196e75390c757b85ce8fda291d96ba3fc677389e27026	30	22	22	ConvertUTF8ToUTF16LEWithErrors	func ConvertUTF8ToUTF16LEWithErrors(input []byte, dst []uint16) Result	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d61363635626631386133633566656631373238313936653735333930633735376238356365386664613239316439366261336663363737333839653237303236006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/basic_fuzzer.cpp;tests/convert_utf8_to_utf16le_with_errors_tests.cpp;tests/helpers/compiletime_conversions.h	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToUTF16LEWithErrors)	benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-f93956f7904c9d126425b1d54d22a864afde98918982b7b8b4ef12bbdfae1e27	31	23	23	ConvertUTF8ToUTF16BEWithErrors	func ConvertUTF8ToUTF16BEWithErrors(input []byte, dst []uint16) Result	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d66393339353666373930346339643132363432356231643534643232613836346166646539383931383938326237623862346566313262626466616531653237006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/basic_fuzzer.cpp;tests/convert_utf8_to_utf16be_with_errors_tests.cpp;tests/helpers/compiletime_conversions.h	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToUTF16BEWithErrors)	not_applicable: no convert_utf8_to_utf16be_with_errors occurrence under benchmarks at pinned tree
v1	rk-v1-074d23d5f7eeb0cafa681c8aa5434f0535582d513f31e291e8cdec2de4449a0b	36	24	24	ConvertValidUTF8ToUTF16LE	func ConvertValidUTF8ToUTF16LE(input []byte, dst []uint16) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d30373464323364356637656562306361666136383163386161353433346630353335353832643531336633316532393165386364656332646534343439613062006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_utf8_to_utf16be_tests.cpp;tests/convert_valid_utf8_to_utf16le_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/special_tests.cpp	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertValidUTF8ToUTF16LE)	benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-2e559f8b08bb866fc6653946e623f9b4dc1e40e561a056ec21f884cd2c3e8844	37	25	25	ConvertValidUTF8ToUTF16BE	func ConvertValidUTF8ToUTF16BE(input []byte, dst []uint16) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	38323a726b2d76312d32653535396638623038626238363666633636353339343665363233663962346463316534306535363161303536656332316638383463643263336538383434006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_valid_utf8_to_utf16be_tests.cpp;tests/helpers/compiletime_conversions.h;tests/null_safety_tests.cpp;tests/special_tests.cpp	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertValidUTF8ToUTF16BE)	not_applicable: no convert_valid_utf8_to_utf16be occurrence under benchmarks at pinned tree
v1	rk-v1-334da19fcd4da3dbaff52595de4658b6bea7113a6ecaf9eeb7bad1c291566dfb	21	26	26	ConvertUTF8ToLatin1	func ConvertUTF8ToLatin1(input []byte, dst []byte) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	38323a726b2d76312d33333464613139666364346461336462616666353235393564653436353862366265613731313361366563616639656562376261643163323931353636646662006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_utf8_to_latin1_tests.cpp;tests/convert_utf8_to_latin1_with_errors_tests.cpp;tests/random_fuzzer.cpp;tests/simdutf_c_tests.cpp;tests/span_tests.cpp;tests/special_tests.cpp	fuzz/conversion.cpp;fuzz/roundtrip.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToLatin1)	benchmarks/shortbench.cpp;benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-83f3c3b6744921b624fd0d52a4ce8b86c36763f30af56b98ba4f1b2064abed7f	28	27	27	ConvertUTF8ToLatin1WithErrors	func ConvertUTF8ToLatin1WithErrors(input []byte, dst []byte) Result	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	38323a726b2d76312d38336633633362363734343932316236323466643064353261346365386238366333363736336633306166353662393862613466316232303634616265643766006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_utf8_to_latin1_with_errors_tests.cpp	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertUTF8ToLatin1WithErrors)	benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
v1	rk-v1-a3c639f96453c71cd9a7e264435ce68a18dc81c5de75da822ed99353d5aecff9	34	28	28	ConvertValidUTF8ToLatin1	func ConvertValidUTF8ToLatin1(input []byte, dst []byte) int	FC-v1-utf8-source	family-v1-e3d57665cb5b387f820e05dd9d3c910dcaf1edc252fb3e50ff7ce557253a68db	3	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	38323a726b2d76312d61336336333966393634353363373163643961376532363434333563653638613138646338316335646537356461383232656439393335336435616563666639006e6f6e65006e6f6e650000	SB-v1-FC-v1-utf8-source-01	batch-v1-813694bfd929ab4de9c3aedb1a7d9b008774895e055122a7100294bf2af00e63	AP-v1-FC-v1-utf8-source	transaction-v1-06663658120577e6a29b02a85dd76da441bcfe681902429a68dde1fa7dd240c1	src/fallback/implementation.cpp	tests/CMakeLists.txt;tests/convert_valid_utf8_to_latin1_tests.cpp;tests/null_safety_tests.cpp	fuzz/conversion.cpp;fuzz_transcoding_length_test.go (planned direct scalar-differential target for ConvertValidUTF8ToLatin1)	benchmarks/src/benchmark.cpp;benchmarks/src/benchmark.h
